Player,Pos,Tm,G,FG,FGA,PTS,Win_Shares,season
MarJon Beauchamp,SF,MIL,52,1.8,4.7,5.1,0.4,2022-23
DeAndre Jordan,C,DEN,39,2.3,2.9,5.1,1.4,2022-23
John Konchar,SF,MEM,72,1.9,4.4,5.1,3.5,2022-23
George Hill,SG,2TM,46,1.7,3.6,5,1.9,2022-23
George Hill,SG,2TM,46,1.7,3.6,5,1.4,2022-23
George Hill,SG,2TM,46,1.7,3.6,5,0.5,2022-23
George Hill,PG,MIL,35,1.7,3.8,5,1.9,2022-23
George Hill,PG,MIL,35,1.7,3.8,5,1.4,2022-23
George Hill,PG,MIL,35,1.7,3.8,5,0.5,2022-23
George Hill,SG,IND,11,1.7,3.1,5.2,1.9,2022-23
George Hill,SG,IND,11,1.7,3.1,5.2,1.4,2022-23
George Hill,SG,IND,11,1.7,3.1,5.2,0.5,2022-23
Vlatko Čančar,PF,DEN,60,1.8,3.8,5,1.7,2022-23
Isaiah Hartenstein,C,NYK,82,2.1,4,5,4.6,2022-23
Jaxson Hayes,C,NOP,47,1.8,3.3,5,1.5,2022-23
Jonathan Isaac,PF,ORL,11,2,4.8,5,0.3,2022-23
Derrick Jones Jr.,PF,CHI,64,1.8,3.6,5,2.4,2022-23
Kenneth Lofton Jr.,PF,MEM,24,2,3.9,5,0.5,2022-23
Cody Martin,SF,CHO,7,2,5.1,5,0.1,2022-23
Sam Merrill,SG,CLE,5,1.8,4.4,5,0.2,2022-23
Blake Wesley,SG,SAS,37,1.9,5.8,5,-1.6,2022-23
Ousmane Dieng,PF,OKC,39,1.9,4.6,4.9,0.4,2022-23
Chimezie Metu,PF,SAC,66,2,3.3,4.9,2.1,2022-23
Austin Rivers,SG,MIN,52,1.8,4,4.9,1.3,2022-23
Danuel House Jr.,SF,PHI,56,1.7,3.5,4.8,1.3,2022-23
Johnny Juzang,SG,UTA,18,1.9,5.8,4.8,-0.2,2022-23
Meyers Leonard,C,MIL,9,1.6,3.2,4.8,0.3,2022-23
Garrison Mathews,SG,2TM,54,1.4,3.7,4.8,1,2022-23
Garrison Mathews,SG,2TM,54,1.4,3.7,4.8,0.7,2022-23
Garrison Mathews,SG,2TM,54,1.4,3.7,4.8,0.2,2022-23
Garrison Mathews,SG,HOU,45,1.3,3.8,4.8,1,2022-23
Garrison Mathews,SG,HOU,45,1.3,3.8,4.8,0.7,2022-23
Garrison Mathews,SG,HOU,45,1.3,3.8,4.8,0.2,2022-23
Garrison Mathews,SG,ATL,9,1.4,3.4,4.8,1,2022-23
Garrison Mathews,SG,ATL,9,1.4,3.4,4.8,0.7,2022-23
Garrison Mathews,SG,ATL,9,1.4,3.4,4.8,0.2,2022-23
Moses Moody,SG,GSW,63,1.7,3.6,4.8,1.3,2022-23
Christian Braun,SG,DEN,76,1.9,3.8,4.7,1.9,2022-23
Keon Johnson,SG,POR,40,1.7,4.5,4.7,-0.5,2022-23
Chuma Okeke,SF,ORL,27,1.6,4.5,4.7,0.7,2022-23
Day'Ron Sharpe,C,BRK,48,1.9,3.6,4.7,1.6,2022-23
Dean Wade,PF,CLE,44,1.7,4,4.7,1.8,2022-23
TyTy Washington Jr.,PG,HOU,31,1.9,5.2,4.7,-0.1,2022-23
Gary Payton II,SG,2TM,22,1.9,3.1,4.6,1,2022-23
Gary Payton II,SG,2TM,22,1.9,3.1,4.6,0.5,2022-23
Gary Payton II,SG,2TM,22,1.9,3.1,4.6,0.4,2022-23
Gary Payton II,SG,POR,15,1.6,2.7,4.1,1,2022-23
Gary Payton II,SG,POR,15,1.6,2.7,4.1,0.5,2022-23
Gary Payton II,SG,POR,15,1.6,2.7,4.1,0.4,2022-23
Gary Payton II,SG,GSW,7,2.4,4,5.7,1,2022-23
Gary Payton II,SG,GSW,7,2.4,4,5.7,0.5,2022-23
Gary Payton II,SG,GSW,7,2.4,4,5.7,0.4,2022-23
Dalano Banton,PG,TOR,31,1.8,4.2,4.6,0.4,2022-23
Dāvis Bertāns,PF,DAL,45,1.5,3.6,4.6,0.9,2022-23
Malachi Flynn,PG,TOR,53,1.6,4.6,4.6,0.5,2022-23
Kira Lewis Jr.,PG,NOP,25,1.6,3.5,4.6,0.6,2022-23
Justin Holiday,SF,2TM,46,1.7,4.4,4.5,0.1,2022-23
Justin Holiday,SF,2TM,46,1.7,4.4,4.5,0.1,2022-23
Justin Holiday,SF,2TM,46,1.7,4.4,4.5,0.1,2022-23
Justin Holiday,SF,ATL,28,1.7,4.5,4.5,0.1,2022-23
Justin Holiday,SF,ATL,28,1.7,4.5,4.5,0.1,2022-23
Justin Holiday,SF,ATL,28,1.7,4.5,4.5,0.1,2022-23
Justin Holiday,SF,DAL,18,1.6,4.4,4.4,0.1,2022-23
Justin Holiday,SF,DAL,18,1.6,4.4,4.4,0.1,2022-23
Justin Holiday,SF,DAL,18,1.6,4.4,4.4,0.1,2022-23
Goga Bitadze,C,2TM,38,1.8,3.3,4.4,1.3,2022-23
Goga Bitadze,C,2TM,38,1.8,3.3,4.4,0.4,2022-23
Goga Bitadze,C,2TM,38,1.8,3.3,4.4,1,2022-23
Goga Bitadze,C,IND,21,1.3,2.5,3.3,1.3,2022-23
Goga Bitadze,C,IND,21,1.3,2.5,3.3,0.4,2022-23
Goga Bitadze,C,IND,21,1.3,2.5,3.3,1,2022-23
Goga Bitadze,C,ORL,17,2.5,4.3,5.8,1.3,2022-23
Goga Bitadze,C,ORL,17,2.5,4.3,5.8,0.4,2022-23
Goga Bitadze,C,ORL,17,2.5,4.3,5.8,1,2022-23
Jarrett Culver,SF,ATL,10,1.7,4.3,4.4,0,2022-23
A.J. Green,SG,MIL,35,1.5,3.6,4.4,0.8,2022-23
Haywood Highsmith,PF,MIA,54,1.7,4,4.4,0.9,2022-23
JaVale McGee,C,DAL,42,1.9,3,4.4,0.6,2022-23
Thaddeus Young,PF,TOR,54,2,3.7,4.4,1.8,2022-23
Omer Yurtseven,C,MIA,9,1.8,3,4.4,0.3,2022-23
Moses Brown,C,2TM,36,1.7,2.7,4.3,1.1,2022-23
Moses Brown,C,2TM,36,1.7,2.7,4.3,1.1,2022-23
Moses Brown,C,2TM,36,1.7,2.7,4.3,0,2022-23
Moses Brown,C,LAC,34,1.8,2.8,4.6,1.1,2022-23
Moses Brown,C,LAC,34,1.8,2.8,4.6,1.1,2022-23
Moses Brown,C,LAC,34,1.8,2.8,4.6,0,2022-23
Moses Brown,C,BRK,2,0,0,0,1.1,2022-23
Moses Brown,C,BRK,2,0,0,0,1.1,2022-23
Moses Brown,C,BRK,2,0,0,0,0,2022-23
Bismack Biyombo,C,PHO,61,2,3.4,4.3,1.9,2022-23
Michael Carter-Williams,PG,ORL,4,1.5,3.5,4.3,0,2022-23
Justin Minaya,SF,POR,4,1.8,5.8,4.3,-0.1,2022-23
Xavier Sneed,SF,CHO,4,1.3,2.5,4.3,0.1,2022-23
Paul Reed,C,PHI,69,1.8,3,4.2,2.8,2022-23
Admiral Schofield,PF,ORL,37,1.5,3.3,4.2,0.8,2022-23
Ish Wainright,SF,PHO,60,1.4,3.8,4.2,1.7,2022-23
McKinley Wright IV,PG,DAL,27,1.7,3.6,4.2,0.5,2022-23
Matisse Thybulle,SF,2TM,71,1.5,3.6,4.1,2.1,2022-23
Matisse Thybulle,SF,2TM,71,1.5,3.6,4.1,1.3,2022-23
Matisse Thybulle,SF,2TM,71,1.5,3.6,4.1,0.9,2022-23
Matisse Thybulle,SF,PHI,49,1,2.4,2.7,2.1,2022-23
Matisse Thybulle,SF,PHI,49,1,2.4,2.7,1.3,2022-23
Matisse Thybulle,SF,PHI,49,1,2.4,2.7,0.9,2022-23
Matisse Thybulle,SG,POR,22,2.7,6.2,7.4,2.1,2022-23
Matisse Thybulle,SG,POR,22,2.7,6.2,7.4,1.3,2022-23
Matisse Thybulle,SG,POR,22,2.7,6.2,7.4,0.9,2022-23
Blake Griffin,C,BOS,41,1.5,3.2,4.1,1.8,2022-23
Kevon Harris,SG,ORL,34,1.4,3.1,4.1,0.6,2022-23
Serge Ibaka,C,MIL,16,1.6,3.4,4.1,0.2,2022-23
Isaiah Roby,PF,SAS,42,1.6,3.7,4.1,-0.1,2022-23
Daishen Nix,PG,HOU,57,1.4,4.2,4,-1.2,2022-23
Olivier Sarr,C,OKC,9,1.7,3.3,4,0.2,2022-23
Bruno Fernando,C,2TM,39,1.5,2.9,3.9,0.9,2022-23
Bruno Fernando,C,2TM,39,1.5,2.9,3.9,0.8,2022-23
Bruno Fernando,C,2TM,39,1.5,2.9,3.9,0.1,2022-23
Bruno Fernando,C,HOU,31,1.5,3,4.1,0.9,2022-23
Bruno Fernando,C,HOU,31,1.5,3,4.1,0.8,2022-23
Bruno Fernando,C,HOU,31,1.5,3,4.1,0.1,2022-23
Bruno Fernando,C,ATL,8,1.4,2.4,3.4,0.9,2022-23
Bruno Fernando,C,ATL,8,1.4,2.4,3.4,0.8,2022-23
Bruno Fernando,C,ATL,8,1.4,2.4,3.4,0.1,2022-23
Patrick Baldwin Jr.,SF,GSW,31,1.4,3.5,3.9,0.1,2022-23
Dominick Barlow,PF,SAS,28,1.6,3.1,3.9,0.7,2022-23
Gorgui Dieng,C,SAS,31,1.5,3.8,3.9,0,2022-23
Udonis Haslem,C,MIA,7,1.4,4.1,3.9,0,2022-23
Aaron Holiday,PG,ATL,63,1.5,3.5,3.9,0.9,2022-23
Jabari Walker,SF,POR,56,1.5,3.5,3.9,0.2,2022-23
Markieff Morris,PF,2TM,35,1.3,3.3,3.8,0.4,2022-23
Markieff Morris,PF,2TM,35,1.3,3.3,3.8,0.4,2022-23
Markieff Morris,PF,2TM,35,1.3,3.3,3.8,0,2022-23
Markieff Morris,PF,BRK,27,1.2,3,3.6,0.4,2022-23
Markieff Morris,PF,BRK,27,1.2,3,3.6,0.4,2022-23
Markieff Morris,PF,BRK,27,1.2,3,3.6,0,2022-23
Markieff Morris,PF,DAL,8,1.8,4.1,4.5,0.4,2022-23
Markieff Morris,PF,DAL,8,1.8,4.1,4.5,0.4,2022-23
Markieff Morris,PF,DAL,8,1.8,4.1,4.5,0,2022-23
Xavier Cooks,PF,WAS,10,1.7,2.8,3.8,0.2,2022-23
Dyson Daniels,PG,NOP,59,1.5,3.5,3.8,1.3,2022-23
Darius Days,SF,HOU,4,1.3,3,3.8,0.1,2022-23
Caleb Houstan,SF,ORL,51,1.3,3.6,3.8,0.7,2022-23
Furkan Korkmaz,SG,PHI,37,1.3,3,3.8,0.1,2022-23
Luke Kornet,C,BOS,69,1.6,2.5,3.8,3.3,2022-23
JT Thor,PF,CHO,69,1.4,3.4,3.8,0.2,2022-23
A.J. Lawson,SG,2TM,15,1.5,2.9,3.7,0.1,2022-23
A.J. Lawson,SG,2TM,15,1.5,2.9,3.7,0,2022-23
A.J. Lawson,SG,2TM,15,1.5,2.9,3.7,0.1,2022-23
A.J. Lawson,SG,MIN,1,1,1,2,0.1,2022-23
A.J. Lawson,SG,MIN,1,1,1,2,0,2022-23
A.J. Lawson,SG,MIN,1,1,1,2,0.1,2022-23
A.J. Lawson,SG,DAL,14,1.5,3.1,3.9,0.1,2022-23
A.J. Lawson,SG,DAL,14,1.5,3.1,3.9,0,2022-23
A.J. Lawson,SG,DAL,14,1.5,3.1,3.9,0.1,2022-23
David Duke Jr.,SG,BRK,23,1.6,3.4,3.7,-0.1,2022-23
Nathan Knight,C,MIN,38,1.2,2.1,3.7,0.7,2022-23
Jordan McLaughlin,PG,MIN,43,1.4,3.4,3.7,1.3,2022-23
Orlando Robinson,C,MIA,31,1.5,2.9,3.7,1.1,2022-23
Matt Ryan,SF,2TM,34,1.2,3.2,3.6,0.3,2022-23
Matt Ryan,SF,2TM,34,1.2,3.2,3.6,0,2022-23
Matt Ryan,SF,2TM,34,1.2,3.2,3.6,0.3,2022-23
Matt Ryan,SF,LAL,12,1.3,4.1,3.9,0.3,2022-23
Matt Ryan,SF,LAL,12,1.3,4.1,3.9,0,2022-23
Matt Ryan,SF,LAL,12,1.3,4.1,3.9,0.3,2022-23
Matt Ryan,SF,MIN,22,1.1,2.7,3.4,0.3,2022-23
Matt Ryan,SF,MIN,22,1.1,2.7,3.4,0,2022-23
Matt Ryan,SF,MIN,22,1.1,2.7,3.4,0.3,2022-23
Bryn Forbes,SG,MIN,25,1.2,3.3,3.6,0,2022-23
Damian Jones,C,2TM,41,1.3,2.1,3.5,1.2,2022-23
Damian Jones,C,2TM,41,1.3,2.1,3.5,0.4,2022-23
Damian Jones,C,2TM,41,1.3,2.1,3.5,0.8,2022-23
Damian Jones,C,LAL,22,0.9,1.7,2.5,1.2,2022-23
Damian Jones,C,LAL,22,0.9,1.7,2.5,0.4,2022-23
Damian Jones,C,LAL,22,0.9,1.7,2.5,0.8,2022-23
Damian Jones,C,UTA,19,1.8,2.6,4.6,1.2,2022-23
Damian Jones,C,UTA,19,1.8,2.6,4.6,0.4,2022-23
Damian Jones,C,UTA,19,1.8,2.6,4.6,0.8,2022-23
Udoka Azubuike,C,UTA,36,1.6,2,3.5,1,2022-23
Miles McBride,PG,NYK,64,1.2,3.4,3.5,0.7,2022-23
P.J. Tucker,PF,PHI,75,1.3,3,3.5,2.5,2022-23
Amir Coffey,SF,LAC,50,1.1,2.9,3.4,0.4,2022-23
Taj Gibson,C,WAS,49,1.3,2.6,3.4,0.8,2022-23
Kai Jones,C,CHO,46,1.5,2.6,3.4,0.7,2022-23
Wesley Matthews,SF,MIL,52,1.1,3.1,3.4,1.2,2022-23
Micah Potter,PF,UTA,7,1.4,2.1,3.4,0.2,2022-23
Jericho Sims,C,NYK,52,1.6,2.1,3.4,2.6,2022-23
Anthony Gill,PF,WAS,59,1.2,2.2,3.3,1.3,2022-23
Boban Marjanović,C,HOU,31,1.3,1.9,3.3,0.6,2022-23
Raul Neto,PG,CLE,48,1.2,2.3,3.3,1.5,2022-23
Peyton Watson,SG,DEN,23,1.3,2.6,3.3,0.3,2022-23
Jared Rhoden,SG,DET,14,1.2,3.1,3.2,0.1,2022-23
Max Christie,SG,LAL,41,1.1,2.6,3.1,0.6,2022-23
Jordan Hall,SF,SAS,9,1,3.1,3.1,-0.1,2022-23
Richaun Holmes,C,SAC,42,1.3,2.1,3.1,0.8,2022-23
Christian Koloko,C,TOR,58,1.2,2.6,3.1,1.7,2022-23
Josh Minott,SF,MIN,15,1.2,2.4,3.1,0.3,2022-23
Jamaree Bouyea,PG,2TM,5,1.2,2.8,3,0,2022-23
Jamaree Bouyea,PG,2TM,5,1.2,2.8,3,0,2022-23
Jamaree Bouyea,PG,2TM,5,1.2,2.8,3,0,2022-23
Jamaree Bouyea,PG,MIA,4,1.5,3.3,3.8,0,2022-23
Jamaree Bouyea,PG,MIA,4,1.5,3.3,3.8,0,2022-23
Jamaree Bouyea,PG,MIA,4,1.5,3.3,3.8,0,2022-23
Jamaree Bouyea,PG,WAS,1,0,1,0,0,2022-23
Jamaree Bouyea,PG,WAS,1,0,1,0,0,2022-23
Jamaree Bouyea,PG,WAS,1,0,1,0,0,2022-23
Juan Toscano-Anderson,SF,2TM,52,1.2,2.8,3,0.5,2022-23
Juan Toscano-Anderson,SF,2TM,52,1.2,2.8,3,0.4,2022-23
Juan Toscano-Anderson,SF,2TM,52,1.2,2.8,3,0.1,2022-23
Juan Toscano-Anderson,SF,LAL,30,1.1,2.2,2.7,0.5,2022-23
Juan Toscano-Anderson,SF,LAL,30,1.1,2.2,2.7,0.4,2022-23
Juan Toscano-Anderson,SF,LAL,30,1.1,2.2,2.7,0.1,2022-23
Juan Toscano-Anderson,SF,UTA,22,1.4,3.5,3.4,0.5,2022-23
Juan Toscano-Anderson,SF,UTA,22,1.4,3.5,3.4,0.4,2022-23
Juan Toscano-Anderson,SF,UTA,22,1.4,3.5,3.4,0.1,2022-23
Tyler Dorsey,SF,DAL,3,1.3,1.7,3,0.1,2022-23
Usman Garuba,C,HOU,75,1.1,2.4,3,1.8,2022-23
Jacob Gilyard,PG,MEM,1,1,3,3,0.1,2022-23
Jake LaRavia,PF,MEM,35,1.1,2.7,3,0.5,2022-23
Robin Lopez,C,CLE,37,1.3,2,3,0.6,2022-23
Trevelin Queen,SG,IND,7,1,4.1,3,-0.2,2022-23
Terry Taylor,PF,2TM,31,1.3,2.4,2.9,0.3,2022-23
Terry Taylor,PF,2TM,31,1.3,2.4,2.9,0.1,2022-23
Terry Taylor,PF,2TM,31,1.3,2.4,2.9,0.2,2022-23
Terry Taylor,PF,IND,26,1.2,2.5,2.7,0.3,2022-23
Terry Taylor,PF,IND,26,1.2,2.5,2.7,0.1,2022-23
Terry Taylor,PF,IND,26,1.2,2.5,2.7,0.2,2022-23
Terry Taylor,PF,CHI,5,1.8,2,4,0.3,2022-23
Terry Taylor,PF,CHI,5,1.8,2,4,0.1,2022-23
Terry Taylor,PF,CHI,5,1.8,2,4,0.2,2022-23
Dru Smith,SG,2TM,15,1.2,3,2.9,0.3,2022-23
Dru Smith,SG,2TM,15,1.2,3,2.9,0.1,2022-23
Dru Smith,SG,2TM,15,1.2,3,2.9,0.3,2022-23
Dru Smith,SG,MIA,5,1,2.8,2.2,0.3,2022-23
Dru Smith,SG,MIA,5,1,2.8,2.2,0.1,2022-23
Dru Smith,SG,MIA,5,1,2.8,2.2,0.3,2022-23
Dru Smith,SG,BRK,10,1.3,3.1,3.3,0.3,2022-23
Dru Smith,SG,BRK,10,1.3,3.1,3.3,0.1,2022-23
Dru Smith,SG,BRK,10,1.3,3.1,3.3,0.3,2022-23
Juancho Hernangómez,PF,TOR,42,1.1,2.7,2.9,0.7,2022-23
Carlik Jones,PG,CHI,7,0.9,2.1,2.9,0.1,2022-23
Frank Ntilikina,SG,DAL,47,1,2.8,2.9,-0.1,2022-23
Jason Preston,PG,LAC,14,1.3,2.9,2.9,0.1,2022-23
Kessler Edwards,SF,2TM,36,1,2.6,2.8,0.4,2022-23
Kessler Edwards,SF,2TM,36,1,2.6,2.8,-0.2,2022-23
Kessler Edwards,SF,2TM,36,1,2.6,2.8,0.6,2022-23
Kessler Edwards,SF,BRK,14,0.4,1.7,1.1,0.4,2022-23
Kessler Edwards,SF,BRK,14,0.4,1.7,1.1,-0.2,2022-23
Kessler Edwards,SF,BRK,14,0.4,1.7,1.1,0.6,2022-23
Kessler Edwards,SF,SAC,22,1.4,3.1,3.9,0.4,2022-23
Kessler Edwards,SF,SAC,22,1.4,3.1,3.9,-0.2,2022-23
Kessler Edwards,SF,SAC,22,1.4,3.1,3.9,0.6,2022-23
James Johnson,PF,IND,18,1.2,2.7,2.8,0.1,2022-23
Moussa Diabaté,C,LAC,22,1.1,2.1,2.7,0.4,2022-23
Mamadi Diakite,C,CLE,22,1.1,2.3,2.6,0.2,2022-23
Isaiah Mobley,PF,CLE,12,1,2.3,2.6,0.2,2022-23
Jaden Springer,SG,PHI,16,1.1,2.2,2.6,0.3,2022-23
Frank Kaminsky,C,2TM,36,0.9,1.8,2.5,0.7,2022-23
Frank Kaminsky,C,2TM,36,0.9,1.8,2.5,0.5,2022-23
Frank Kaminsky,C,2TM,36,0.9,1.8,2.5,0.2,2022-23
Frank Kaminsky,C,ATL,26,1,1.7,2.7,0.7,2022-23
Frank Kaminsky,C,ATL,26,1,1.7,2.7,0.5,2022-23
Frank Kaminsky,C,ATL,26,1,1.7,2.7,0.2,2022-23
Frank Kaminsky,C,HOU,10,0.6,1.9,1.8,0.7,2022-23
Frank Kaminsky,C,HOU,10,0.6,1.9,1.8,0.5,2022-23
Frank Kaminsky,C,HOU,10,0.6,1.9,1.8,0.2,2022-23
Lester Quiñones,SG,GSW,4,0.5,1.3,2.5,0,2022-23
Ish Smith,PG,DEN,43,1.2,3,2.5,-0.5,2022-23
John Butler,C,POR,19,0.9,2.8,2.4,0,2022-23
Jeff Dowtin,PG,TOR,25,1,2.3,2.4,0.4,2022-23
Theo Pinson,SG,DAL,40,0.8,2.2,2.4,0.5,2022-23
Neemias Queta,C,SAC,5,1.2,1.8,2.4,0.1,2022-23
Trent Forrest,SG,ATL,23,1.1,2.6,2.3,-0.1,2022-23
Scotty Pippen Jr.,PG,LAL,6,0.7,2,2.3,0,2022-23
Justin Champagnie,SF,2TM,5,1,3,2.2,0,2022-23
Justin Champagnie,SF,2TM,5,1,3,2.2,0.1,2022-23
Justin Champagnie,SF,2TM,5,1,3,2.2,-0.1,2022-23
Justin Champagnie,SF,TOR,3,1,1,2,0,2022-23
Justin Champagnie,SF,TOR,3,1,1,2,0.1,2022-23
Justin Champagnie,SF,TOR,3,1,1,2,-0.1,2022-23
Justin Champagnie,SF,BOS,2,1,6,2.5,0,2022-23
Justin Champagnie,SF,BOS,2,1,6,2.5,0.1,2022-23
Justin Champagnie,SF,BOS,2,1,6,2.5,-0.1,2022-23
Khem Birch,C,TOR,20,1,1.6,2.2,0.2,2022-23
Kennedy Chandler,PG,MEM,36,1,2.3,2.2,0.3,2022-23
Ron Harper Jr.,PF,TOR,9,0.9,1.8,2.2,0.2,2022-23
Dalen Terry,SG,CHI,38,0.8,1.9,2.2,0.5,2022-23
Nerlens Noel,C,2TM,17,0.8,2.1,2.1,0,2022-23
Nerlens Noel,C,2TM,17,0.8,2.1,2.1,0.1,2022-23
Nerlens Noel,C,2TM,17,0.8,2.1,2.1,-0.1,2022-23
Nerlens Noel,C,DET,14,0.9,2.1,2.3,0,2022-23
Nerlens Noel,C,DET,14,0.9,2.1,2.3,0.1,2022-23
Nerlens Noel,C,DET,14,0.9,2.1,2.3,-0.1,2022-23
Nerlens Noel,C,BRK,3,0.3,2,1,0,2022-23
Nerlens Noel,C,BRK,3,0.3,2,1,0.1,2022-23
Nerlens Noel,C,BRK,3,0.3,2,1,-0.1,2022-23
Davon Reed,SG,2TM,43,0.7,2,2.1,0.1,2022-23
Davon Reed,SG,2TM,43,0.7,2,2.1,-0.1,2022-23
Davon Reed,SG,2TM,43,0.7,2,2.1,0.1,2022-23
Davon Reed,SG,DEN,35,0.7,2.3,2.3,0.1,2022-23
Davon Reed,SG,DEN,35,0.7,2.3,2.3,-0.1,2022-23
Davon Reed,SG,DEN,35,0.7,2.3,2.3,0.1,2022-23
Davon Reed,SG,LAL,8,0.4,0.5,1,0.1,2022-23
Davon Reed,SG,LAL,8,0.4,0.5,1,-0.1,2022-23
Davon Reed,SG,LAL,8,0.4,0.5,1,0.1,2022-23
Andre Iguodala,PF,GSW,8,0.9,1.9,2.1,0.1,2022-23
Chris Silva,PF,DAL,1,1,1,2,0,2022-23
Garrett Temple,SG,NOP,25,0.7,1.8,2,0.3,2022-23
Stanley Umude,SG,DET,1,0,1,2,0,2022-23
Donovan Williams,SG,ATL,2,1,2.5,2,0,2022-23
Vince Williams Jr.,SG,MEM,15,0.8,2.7,2,-0.1,2022-23
Ryan Rollins,PG,GSW,12,0.6,1.7,1.9,-0.3,2022-23
Greg Brown III,PF,POR,16,0.7,1.8,1.8,-0.1,2022-23
Trevor Hudgins,PG,HOU,5,0.4,1.8,1.8,0,2022-23
Alize Johnson,PF,SAS,4,0.8,1.5,1.8,-0.1,2022-23
Xavier Moon,SG,LAC,4,0.8,2.3,1.8,0,2022-23
Alex Len,C,SAC,26,0.6,1.2,1.7,0.3,2022-23
Dylan Windler,SF,CLE,3,0.7,1,1.7,0,2022-23
Buddy Boeheim,SF,DET,10,0.5,2.7,1.6,-0.2,2022-23
Tony Bradley,C,CHI,12,0.5,1,1.6,0.2,2022-23
JD Davison,SG,BOS,12,0.7,1.6,1.6,0.1,2022-23
Kendall Brown,SG,IND,6,0.7,1.2,1.5,0.1,2022-23
Matthew Dellavedova,PG,SAC,32,0.5,1.6,1.5,0.1,2022-23
Keon Ellis,SG,SAC,16,0.4,1,1.5,0.2,2022-23
Mfiondu Kabengele,PF,BOS,4,0.5,1.8,1.5,0.1,2022-23
Jordan Schakel,SF,WAS,2,0.5,1,1.5,0,2022-23
Isaiah Todd,PF,WAS,6,0.5,3.2,1.5,-0.2,2022-23
Thanasis Antetokounmpo,PF,MIL,37,0.5,1.2,1.4,0.1,2022-23
PJ Dozier,SF,SAC,16,0.6,2.1,1.4,-0.2,2022-23
Wendell Moore Jr.,SG,MIN,29,0.6,1.5,1.4,0.1,2022-23
Ryan Arcidiacono,PG,2TM,20,0.5,1.9,1.3,-0.2,2022-23
Ryan Arcidiacono,PG,2TM,20,0.5,1.9,1.3,0,2022-23
Ryan Arcidiacono,PG,2TM,20,0.5,1.9,1.3,-0.1,2022-23
Ryan Arcidiacono,PG,NYK,11,0.1,0.5,0.3,-0.2,2022-23
Ryan Arcidiacono,PG,NYK,11,0.1,0.5,0.3,0,2022-23
Ryan Arcidiacono,PG,NYK,11,0.1,0.5,0.3,-0.1,2022-23
Ryan Arcidiacono,PG,POR,9,0.9,3.6,2.6,-0.2,2022-23
Ryan Arcidiacono,PG,POR,9,0.9,3.6,2.6,0,2022-23
Ryan Arcidiacono,PG,POR,9,0.9,3.6,2.6,-0.1,2022-23
Facundo Campazzo,PG,DAL,8,0.4,1.6,1.3,0,2022-23
Braxton Key,SF,DET,3,0.3,0.3,1.3,0,2022-23
Tyrese Martin,SG,ATL,16,0.6,1.4,1.3,0,2022-23
KZ Okpala,PF,SAC,35,0.5,1.1,1.3,0.3,2022-23
Cole Swider,SF,LAL,7,0.4,1.3,1.3,0.1,2022-23
Vit Krejci,PG,ATL,29,0.5,1.3,1.2,0.1,2022-23
Jack White,SF,DEN,17,0.5,1.1,1.2,0.1,2022-23
Noah Vonleh,C,BOS,23,0.5,1,1.1,0.2,2022-23
Malcolm Hill,SF,CHI,5,0.4,0.8,1,0,2022-23
Trevor Keels,SG,NYK,3,0.3,1.3,1,0,2022-23
Chima Moneke,SF,SAC,2,0.5,1,1,0,2022-23
Kobi Simmons,SG,CHO,5,0.2,1.2,1,0,2022-23
Joe Wieskamp,SF,TOR,9,0.3,1.6,1,-0.1,2022-23
Justin Jackson,SF,BOS,23,0.3,1.2,0.9,0.1,2022-23
Marko Simonovic,C,CHI,7,0.3,1,0.9,0,2022-23
Dereon Seabron,SG,NOP,5,0.4,1,0.8,0,2022-23
Vernon Carey Jr.,C,WAS,11,0.2,0.7,0.5,0,2022-23
Devon Dotson,PG,WAS,6,0.2,1.7,0.5,0,2022-23
Leandro Bolmaro,SF,UTA,14,0.2,1.4,0.4,-0.3,2022-23
Sterling Brown,SF,LAL,4,0,1,0,0,2022-23
Deonte Burton,PF,SAC,2,0,1,0,0,2022-23
Michael Foster Jr.,PF,PHI,1,0,0,0,0,2022-23
Frank Jackson,PG,UTA,1,0,3,0,0,2022-23
Alondes Williams,SG,BRK,1,0,0,0,-0.1,2022-23
League Average,,,,,,,,2022-23
Joel Embiid,C,PHI,39,11.5,21.8,34.7,,2023-24
Luka Dončić,PG,DAL,70,11.5,23.6,33.9,,2023-24
Giannis Antetokounmpo,PF,MIL,73,11.5,18.8,30.4,,2023-24
Shai Gilgeous-Alexander,PG,OKC,75,10.6,19.8,30.1,,2023-24
Jalen Brunson,PG,NYK,77,10.3,21.4,28.7,,2023-24
Devin Booker,PG,PHO,68,9.4,19.2,27.1,,2023-24
Kevin Durant,PF,PHO,75,10,19.1,27.1,,2023-24
Jayson Tatum,PF,BOS,74,9.1,19.3,26.9,,2023-24
De'Aaron Fox,PG,SAC,74,9.7,20.9,26.6,,2023-24
Donovan Mitchell,SG,CLE,55,9.1,19.8,26.6,,2023-24
Stephen Curry,PG,GSW,74,8.8,19.5,26.4,,2023-24
Nikola Jokić,C,DEN,79,10.4,17.9,26.4,,2023-24
Anthony Edwards,SG,MIN,79,9.1,19.7,25.9,,2023-24
Tyrese Maxey,PG,PHI,70,9.1,20.3,25.9,,2023-24
LeBron James,PF,LAL,71,9.6,17.9,25.7,,2023-24
Trae Young,PG,ATL,54,8,18.7,25.7,,2023-24
